C_Depto,Descripción,C_Municipio,Descripción,C_Aldea,Aldea,C_Cas,Caserío,C_Bar,Barrio,T_Viviendas,T_Viv_Part,Viv_Part_Ocupadas,Viv_Part_Desocupadas,Viv_Colectivas,Hogares,Poblacion
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,530,COL.EL CONTADOR,84,84,84,0,0,91,389
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,150,COL.EL RETIRO,494,494,459,35,0,492,2295
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,415,COL.INDEPENDIENTE (ANTES EL PORTILL,54,54,54,0,0,61,239
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,543,COL.JESUS AGUILAR PAZ,86,86,68,18,0,71,293
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,538,COL.LA LEONESA DEL RINCON,90,90,75,15,0,76,345
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,529,COL.LOMA SUR,39,39,34,5,0,35,179
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,528,COL.LOMAS DE LOARQUE,75,75,73,2,0,73,291
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,523,COL.LOS ALPES,221,221,214,7,0,224,994
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,521,COL.LOS ALPES #2,154,154,146,8,0,153,668
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,527,COL.LOS ALPES B/16,20,20,20,0,0,20,94
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,246,COL.LOS ROBLES,827,826,755,71,1,767,3354
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,569,COL.LUIS ANDRES ZUNIGA,421,421,384,37,0,405,1878
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,534,COL.MARY DE FLORES,631,631,512,119,0,537,2394
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,702,COL.MONTE FRESCO,736,735,667,68,1,672,2703
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,514,COL.MONTES DE BENDICIÓN,401,401,342,59,0,347,1647
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,549,COL.NUEVA EDEN,156,156,145,11,0,156,700
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,565,COL.PUENTE DE LOARQUE O COLINAS DE,134,134,122,12,0,134,642
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,551,COL.RAMON AMAYA AMADOR NO2,1162,1157,1018,139,4,1088,5075
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,556,COL.SAGASTUME NO.2,409,407,351,56,2,369,1546
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,555,COL.SANTA ANA,55,55,49,6,0,51,236
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,532,COL.SANTA CECILIA,732,727,609,118,4,644,2811
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,351,COL.VALENCIA,126,126,115,11,0,117,491
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,552,COL.VILLAS COLONIALES ALTOS DE MIRA,55,55,55,0,0,55,154
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,867,COMUNIDAD SOCIAL,122,122,119,3,0,123,526
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,939,CONDOMINIOS ANDREWS ROUUS,7,7,6,1,0,6,20
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,880,CONDOMINIOS CASA DORAL,40,40,19,21,0,19,76
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,896,CONDOMINIOS EL COUNTRY,28,28,28,0,0,28,132
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,589,CONDOMINIOS MONTE VISTA,17,17,11,6,0,16,80
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,944,CONDOMINIOS OLIMPUS,35,35,35,0,0,35,107
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,938,CONDOMINIOS RIVERA NO.1,14,14,13,1,0,13,60
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,942,CONDOMINIOS RIVERA NO.2,16,16,16,0,0,16,59
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,940,CONDOMINIOS SAIN O NORE,6,6,6,0,0,6,22
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,941,CONDOMINIOS VENECIA,18,18,11,7,0,11,50
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,936,CONDOMINIOS VILLA CASTELAMAR,27,27,27,0,0,29,105
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,937,CONDOMINIOS VILLA SAN DIEGO,8,8,7,1,0,7,24
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,935,CONDOMINOS RIVIERA,23,23,20,3,0,20,91
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,156,EL ZARZAL O BETANÍA,642,642,618,24,0,646,2967
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,515,ERENDIDA,70,70,70,0,0,71,327
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,616,FALDAS RES. CENTROAMERICA ESTE,100,100,92,8,0,94,350
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,553,I.P.M.,121,121,86,35,0,86,378
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,952,INVASION AL OESTE DE CERRO GRANDE IV ETAPA,78,78,78,0,0,79,317
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,584,KUWAIT,188,188,187,1,0,200,958
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,568,LA CASCADA,275,274,191,83,1,194,853
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,581,LAS HADAS II ETAPA,55,55,54,1,0,54,201
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,999,LOARQUE SUR III ETAPA,92,92,79,13,0,79,344
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,542,LOMAS DE SAN JOSE II ETAPA,111,111,111,0,0,112,504
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,583,LOS OLIVOS,1,1,1,0,0,1,1
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,516,LOTIFICACION ALTOS DE LA LOMA,72,72,66,6,0,66,246
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,845,LOTIFICACION PLAZA JOYA,10,10,8,2,0,8,37
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,267,MONTES DE SINAI,453,453,418,35,0,433,1910
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,704,NUEVA JERUSALEN,640,640,573,67,0,603,2596
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,608,PASEO O FINCA LOS LAURELES,96,96,82,14,0,83,355
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,376,RES. ALEMAN,1007,1006,844,162,1,855,3763
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,874,RES. ALESSA,10,10,10,0,0,10,36
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,848,RES. ALTOS DE MIRAFLORES SUR,33,33,19,14,0,19,85
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,853,RES. ALTOS DE MIRAFLORES SUR I ETAPA,101,101,101,0,0,104,487
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,852,RES. ALTOS DE MIRAFLORES SUR II ETAPA,54,54,54,0,0,60,336
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,854,RES. ALTOS DE MIRAFLORES SUR III ETAPA,160,160,149,11,0,150,665
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,927,RES. ALTOS DE VENECIA,77,77,67,10,0,68,269
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,976,RES. AZULEJOS DE SAN IGNACIO,8,8,8,0,0,8,23
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,902,RES. CAMINO AL HATILLO,9,9,7,2,0,7,31
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,911,RES. CIUDAD DEL ANGEL,178,178,156,22,0,162,731
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,517,RES. CONDOMINIOS VIERA,81,81,71,10,0,71,255
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,989,RES. COPA CABANA,80,79,79,0,1,82,413
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,858,RES. EL DORADO,357,357,329,28,0,339,1430
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,947,RES. EL MIRADOR,29,29,29,0,0,29,123
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,836,RES. EL MOLINON,278,277,243,34,1,243,760
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,871,RES. EL PORTAL DE LAS FLORES N°1,20,20,20,0,0,20,87
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,872,RES. EL PORTAL DE LAS FLORES N°2,13,13,13,0,0,14,68
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,873,RES. EL PORTAL DE LAS FLORES N°3,3,3,3,0,0,3,14
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,909,RES. EL SAUCE,94,94,83,11,0,85,380
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,946,RES. FLORIDA I ETAPA,21,21,15,6,0,15,55
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,948,RES. FLORIDA II ETAPA,10,10,10,0,0,10,39
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,703,RES. HAMBURGO,12,12,12,0,0,12,36
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,916,RES. LA ARBOLEDA,173,173,167,6,0,167,591
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,920,RES. LA CONCEPCIÓN,175,175,158,17,0,159,622
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,582,RES. LA ESTANCIA(AGREGADA SEGMENTAC,5,5,5,0,0,5,26
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,882,RES. LA GRAN VILLA,21,21,21,0,0,21,111
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,990,RES. LAS CASCADAS II ETAPA,69,68,41,27,1,43,200
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,908,RES. LAS HADAS III ETAPA,178,176,175,1,2,179,813
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,866,RES. LAS PALMAS,20,20,20,0,0,20,69
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,610,RES. LAS UVAS (NOTA: PFF),149,149,149,0,0,155,631
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,919,RES. LAS UVAS II ETAPA,195,195,183,12,0,196,760
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,839,RES. LIQUIDAMBAR,58,58,58,0,0,58,191
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,838,RES. LOMAS DE CARRARA,8,8,8,0,0,8,28
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,917,"RES. LOS HIDALGOS CICUITO I, II Y III",362,362,293,69,0,296,1134
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,930,RES. LOS LIRIOS,59,59,55,4,0,55,205
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,833,RES. LOS PORTALES,140,140,137,3,0,137,506
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,627,RES. NORTE FRESCO,61,61,54,7,0,55,213
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,587,RES. PALMA REAL,428,428,332,96,0,335,1464
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,899,RES. PARIS,9,9,9,0,0,9,51
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,875,RES. PORTAL DEL BOSQUE,276,275,216,59,1,219,919
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,893,RES. PRADO VERDE,26,26,26,0,0,26,130
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,603,RES. PUERTA DEL SOL,11,11,11,0,0,13,64
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,985,RES. ROBLE ESTE I ETAPA,154,154,154,0,0,162,750
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,987,RES. ROBLE OESTE II ETAPA,366,365,295,70,1,308,1542
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,988,RES. ROBLE OESTE III ETAPA,124,124,124,0,0,130,609
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,842,RES. SAN JUAN,429,429,392,37,0,413,1584
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,918,RES. SANTA CRUZ,214,214,152,62,0,154,625
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,615,RES. TONCONTIN,161,161,161,0,0,173,798
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,847,RES. TULIPANES,61,61,47,14,0,47,177
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,900,RES. VENECIA I ETAPA,228,224,219,5,4,220,918
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,926,RES. VENECIA II ETAPA,164,164,162,2,0,182,831
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,857,RES. VIENA,21,21,19,2,0,19,64
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,906,RES. VILLA ALEXA,4,4,0,4,0,0,0
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,850,RES. VILLA BENETON,33,27,20,7,6,21,95
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,907,RES. VILLA CORINTO,30,30,8,22,0,8,35
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,877,RES. VILLA DANIA,7,7,6,1,0,7,29
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,879,RES. VILLA DE LAS HADAS,40,40,40,0,0,42,176
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,903,RES. VILLA EVELIN,7,7,5,2,0,5,20
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,980,RES. VILLA LA ORQUIDEA,25,25,25,0,0,25,124
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,981,RES. VILLA LOS GERANEOS,22,22,17,5,0,25,111
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,963,RES. VILLA LOS LAURELES,29,29,29,0,0,34,186
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,957,RES. VILLA LOS OLMOS,29,29,29,0,0,29,122
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,878,RES. VILLA MEDITERRANEA,30,30,28,2,0,28,128
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,968,RES. VILLA REAL,32,32,32,0,0,32,179
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,905,RES. VILLA SAN JORGE,30,30,30,0,0,30,126
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,851,RES. VILLA SANTA CRISTINA,38,38,33,5,0,36,178
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,964,RES. VILLAS BRASIL,14,14,14,0,0,15,78
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,840,RES. VILLAS COLONIAL,61,61,56,5,0,60,224
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,837,RES. VILLAS DEL MIRADOR,11,11,11,0,0,11,41
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,994,RES. VILLAS DEL MOLINON,34,34,32,2,0,33,153
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,966,RES. VILLAS DEL PINO,54,54,54,0,0,68,319
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,965,RES. VILLAS EUCALIPTO,28,28,25,3,0,30,157
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,914,RES. VILLAS LA ARBOLEDA I ETAPA,14,14,13,1,0,13,69
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,915,RES. VILLAS LA ARBOLEDA II ETAPA,15,15,15,0,0,15,67
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,956,RES. VILLAS LAS ACACIAS,40,40,40,0,0,41,137
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,862,RES. VILLAS LAS MARIAS,66,66,66,0,0,67,331
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,967,RES. VILLAS LIQUIDAMBAR,7,7,6,1,0,6,27
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,841,RES. VILLAS OESTE,24,24,21,3,0,21,84
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,625,RES. VILLAS PALMERAS DE SAN IGNACIO,128,128,128,0,0,132,545
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,992,RES. VILLAS ROBLES,14,14,7,7,0,7,37
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,876,RES. VILLAS SAN RAFAEL,21,21,20,1,0,20,76
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,995,RES. ZARAHENLA,173,172,113,59,1,113,396
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,557,RES.EL TRAPICHE,361,361,305,56,0,310,1531
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,991,RES.EUCALIPTO,35,35,35,0,0,35,145
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,526,RES.LOMAS DE NAUVOO,216,215,215,0,1,219,875
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,563,RES.VILLAS UNIVERSITARIAS NO.2,82,82,82,0,0,82,335
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,588,RESIDENCIAL NUEVA AUSTRALIA,429,422,381,41,7,397,1776
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,975,RESIDENCIAL QUINTA BELLA,34,34,34,0,0,37,167
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,564,ROBLE ALTO,87,87,87,0,0,87,388
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,924,TRAMO 21 DE OCTUBRE,19,19,19,0,0,21,93
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,710,TRAMO COL. JARDINES DEL NORTE,3,3,2,1,0,2,10
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,996,TRAMO RES. EL MOLINONCOL. LOMA,1,1,1,0,0,1,4
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,566,UNION Y FUERZA,701,701,603,98,0,637,2754
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,559,UNIVERSIDAD ESTE,10,10,10,0,0,10,46
