C_Depto,Descripción,C_Municipio,Descripción,C_Aldea,Aldea,C_Cas,Caserío,C_Bar,Barrio,T_Viviendas,T_Viv_Part,Viv_Part_Ocupadas,Viv_Part_Desocupadas,Viv_Colectivas,Hogares,Poblacion
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,192,COL. JOSÉ SIMÓN AZCONA,152,152,121,31,0,133,578
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,913,COL. JOSE TRINIDAD CABAÑAS,130,130,105,25,0,115,495
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,427,COL. JUAN LINDO,104,104,100,4,0,103,441
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,193,"COL. KENNEDY ( ZONA 1,2,3,4,5,6,)",4822,4810,4493,317,12,4647,18700
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,36,COL. LA ALHAMBRA,27,27,25,2,0,25,100
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,194,COL. LA CAMPAÑA,228,228,203,25,0,205,822
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,428,COL. LA CAMPAÑA O MAYA CENTRO,16,16,14,2,0,14,50
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,199,COL. LA ESPERANZA,824,823,782,41,1,839,3655
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,998,COL. LA FELICIDAD,174,174,156,18,0,158,736
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,200,COL. LA FRATERNIDAD,180,180,172,8,0,175,846
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,201,COL. LA FUENTE,285,284,254,30,1,258,1197
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,897,COL. LA FUENTE II ETAPA,74,74,63,11,0,65,296
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,202,COL. LA HAYA,386,386,348,38,0,354,1442
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,889,COL. LA HUERTA,89,89,71,18,0,71,307
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,182,COL. LA INDEPENDENCIA,1143,1140,1012,128,2,1063,5160
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,203,COL. LA JOYA,1092,1091,1039,52,1,1066,4652
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,204,COL. LA LAGUNA,234,234,214,20,0,232,1079
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,429,COL. LA LIBERTAD,117,117,104,13,0,106,448
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,864,COL. LA LIBERTAD 2 O CIUDAD PICHETE,182,182,162,20,0,164,675
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,205,COL. LA PEÑA,1745,1717,1524,193,28,1580,6757
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,206,COL. LA POPULAR,318,316,286,30,2,311,1514
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,207,COL. LA PRADERA,930,928,820,108,1,841,3503
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,208,COL. LA PRIMAVERA,304,302,279,23,1,289,1187
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,209,COL. LA PROVIDENCIA,167,167,148,19,0,150,646
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,210,COL. LA REFORMA,102,102,102,0,0,103,385
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,211,COL. LA ROSA,829,826,760,66,3,791,3655
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,212,COL. LA SOSA,1130,1130,1009,121,0,1050,4489
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,213,COL. LA TRINIDAD,932,932,781,151,0,808,3534
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,214,COL. LA TRINIDAD,212,212,184,28,0,188,933
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,215,COL. LA UNIÓN,216,215,187,28,1,195,815
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,216,COL. LARA,154,154,127,27,0,127,504
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,217,COL. LAS BRISAS,493,492,470,22,1,514,2475
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,195,COL. LAS CANTERAS,211,211,170,41,0,178,725
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,993,COL. LAS CASITAS,610,608,497,111,1,524,2254
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,63,COL. LAS CRUCITAS,109,109,95,14,0,95,476
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,430,COL. LAS GRANJITAS,111,111,103,8,0,103,468
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,234,COL. LAS LOMAS DEL GUIJARRO,363,363,308,55,0,311,1175
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,218,COL. LAS MERCEDES,1418,1416,1267,149,2,1295,5500
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,219,COL. LAS MINITAS,71,71,64,7,0,65,223
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,220,COL. LAS PALMAS,1559,1557,1406,151,1,1440,5882
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,221,COL. LAS PAVAS,335,335,293,42,0,297,1442
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,222,COL. LAS TORRES,1525,1525,1343,182,0,1460,6777
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,431,COL. LAS VEGAS 12,14,14,14,0,0,14,59
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,432,COL. LAS VEGAS 172,88,88,79,9,0,81,267
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,223,COL. LAS VEGAS DEL CARRIZAL,123,123,112,11,0,114,505
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,224,COL. LAS VEGAS DEL COUNTRY,346,346,332,14,0,344,1414
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,433,COL. LAS VEGAS DEL LA FLOR DEL CAMP,224,223,189,34,1,206,928
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,434,COL. LAS VEGAS DEL RÍO,99,99,91,8,0,91,348
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,435,COL. LAS VEGAS FECESITLICH,50,50,49,1,0,49,205
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,225,COL. LINCOCN,282,282,245,37,0,259,1275
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,923,COL. LINDA VISTA,134,134,112,22,0,116,476
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,972,COL. LINDA VISTA CENTRO,18,18,18,0,0,18,69
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,226,COL. LINDA VISTA O PLANES DEL GUIJA,84,84,78,6,0,79,282
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,227,COL. LINTÓN,124,124,94,30,0,97,413
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,973,COL. LIVERPOOL,251,251,217,34,0,221,873
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,436,COL. LOARQUE SUR,232,232,220,12,0,220,967
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,228,COL. LOMA LAS MINITAS,223,223,211,12,0,217,873
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,229,COL. LOMA LINDA NORTE,395,395,355,40,0,363,1676
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,230,COL. LOMA LINDA SUR,245,245,244,1,0,246,936
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,943,COL. LOMA VERDE NORTE,45,45,43,2,0,43,254
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,611,COL. LOMAS DE CIUDAD LEMPIRA,175,175,163,12,0,172,745
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,299,COL. LOMAS DE JACALEAPA,412,403,385,18,9,395,1626
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,886,COL. LOMAS DE LA FLORIDA,132,132,104,28,0,104,485
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,231,"COL. LOMAS DE TILOARQUE ( I, II ETA",543,543,517,26,0,517,2035
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,232,COL. LOMAS DEL CORTIJO,328,328,313,15,0,318,1279
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,233,COL. LOMAS DEL COUNTRY,155,155,150,5,0,151,618
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,235,COL. LOMAS DEL GUIJARRO  SUR,854,854,835,19,0,842,3822
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,961,COL. LOMAS DEL HATILLO,53,53,53,0,0,53,229
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,236,COL. LOMAS DEL MAYAC O PROFESIONALE,390,390,384,6,0,388,1811
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,885,COL. LOMAS DEL MOLINO,34,34,34,0,0,34,172
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,237,COL. LOMAS DEL NORTE,1027,1025,952,73,2,1003,4524
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,541,COL. LOMITAS DE SUYAPA,143,143,141,2,0,141,589
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,238,COL. LOS ALMENDROS,56,56,49,7,0,49,177
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,240,COL. LOS CENTENOS,249,249,232,17,0,235,1062
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,881,COL. LOS ENSUEÑOS,6,6,5,1,0,5,24
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,437,COL. LOS MOLINOS ( PROYECTO ),173,173,156,17,0,160,621
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,242,COL. LOS OLMOS,72,72,68,4,0,68,299
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,243,COL. LOS PERIODISTAS,56,56,46,10,0,56,212
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,244,COL. LOS PINOS,3093,3080,2826,254,13,2934,13029
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,245,COL. LOS PROCEDERES,73,73,67,6,0,68,287
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,959,COL. LOS QUEBRACHITOS,402,402,350,52,0,367,1646
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,247,COL. LOS SORZALES NO.1,297,297,283,14,0,320,1535
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,962,COL. LUIS ANDRES ZUNIGA II ETAPA,521,520,466,54,1,481,2019
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,438,COL. LUIS CORDOVA O CAPRISA,129,129,101,28,0,101,391
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,250,COL. MARADIAGA,111,111,104,7,0,105,461
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,439,COL. MARÍA CRISTINA,69,69,61,8,0,62,256
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,251,COL. MARICHAL,74,74,70,4,0,70,314
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,252,COL. MATAMOROS,116,116,97,19,0,97,323
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,254,COL. MELGAR CASTRO,68,68,67,1,0,74,300
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,835,COL. MILENIUM,150,150,139,11,0,139,587
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,255,COL. MIRADOR DE LOARQUE,32,32,26,6,0,26,92
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,256,COL. MIRADOR DE SAN ISIDRO,191,191,168,23,0,177,769
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,257,COL. MIRAFLORES,1653,1652,1527,125,1,1544,5900
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,258,COL. MIRAFLORES SUR,327,326,321,5,1,335,1387
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,849,"COL. MIRAFLORES SUR II, III, IV Y V ETAPA",79,70,60,10,9,60,275
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,259,COL. MIRAMONTES,296,296,295,1,0,299,1149
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,260,COL. MODELO,214,212,192,20,3,197,892
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,261,COL. MODESTO RODAS ALVARADO,418,416,386,30,2,397,1720
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,262,COL. MODESTO RODAS ALVARADO,294,294,281,13,0,316,1353
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,971,COL. MOLOLOA O ALTOS DE LA SOS,436,435,365,70,1,379,1668
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,263,COL. MONSEÑOR FIALLOS,521,521,484,37,0,502,2036
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,912,COL. MONTE DE LOS OLIVOS,425,425,395,30,0,415,1764
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,264,COL. MONTELIMAR,109,101,98,3,8,103,491
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,265,COL. MONTEREY,1258,1257,1068,189,1,1090,4381
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,266,COL. MONTEREY NORTE,156,156,131,25,0,138,524
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,856,COL. NORA DE MELGAR,54,54,51,3,0,56,233
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,441,COL. NUEVA AMANECER,149,149,144,5,0,154,724
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,442,COL. NUEVA DANLÍ,655,653,560,93,2,591,2520
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,269,COL. NUEVA ERA,131,131,122,9,0,138,637
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,452,COL. NUEVA ESPAÑA,347,346,336,10,1,338,1568
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,270,COL. NUEVA ESPERANZA,995,992,895,97,2,938,4237
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,888,COL. NUEVA GALILEA,116,116,105,11,0,107,475
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,869,COL. NUEVA JAPON,31,31,27,4,0,27,129
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,443,COL. NUEVA OROCUINA,291,290,253,37,1,258,1159
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,271,COL. NUEVA PROVIDENCIA,103,103,93,10,0,101,464
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,272,COL. NUEVA SANTA ROSA,447,446,440,6,1,474,2076
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,273,COL. NUEVA SUYAPA,1389,1389,1321,68,0,1443,6458
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,274,COL. NUEVAS DELICIAS,87,87,87,0,0,88,430
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,275,COL. NUEVO LOARQUE,145,142,117,25,3,119,453
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,276,COL. NUEVOS HORIZONTES,412,408,364,44,4,381,1814
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,277,COL. OBRERA,839,839,760,79,0,783,3103
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,960,COL. OJO DE AGUA,260,260,230,30,0,237,1055
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,279,COL. OSCAR A. FLORES,679,679,614,65,0,681,3096
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,444,COL. OSCAR CASTRO TEJEDA,140,140,136,4,0,139,748
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,280,COL. PALERMO,73,73,67,6,0,67,256
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,281,COL. PALMIRA,248,248,206,42,0,206,679
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,445,COL. PARCALTAGUA,44,44,32,12,0,32,116
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,282,COL. PAYAQUI,54,54,54,0,0,54,244
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,283,COL. PEDREGAL DE SAN JOSÉ,1252,1250,1153,97,1,1195,5362
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,284,COL. PEREZ,63,63,52,11,0,54,258
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,286,COL. PLAN  DE LOS PINOS,456,456,357,99,0,369,1487
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,922,COL. PLANES DEL MOGOTE,89,89,89,0,0,91,358
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,287,COL. POLICARPO PAZ GARCÍA,738,738,657,81,0,679,3087
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,446,COL. PREDIOS DEL RECREO,1026,1022,943,79,4,953,4021
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,447,COL. PUEBLO NUEVO,317,317,298,19,0,303,1151
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,289,COL. QUEZADA,133,133,113,20,0,116,432
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,448,COL. RAFAEL LEONARDO CALLEJAS,603,603,493,110,0,509,2283
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,449,COL. RAMÓN AMAYA AMADOR NO.1,22,22,22,0,0,22,124
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,291,COL. REPARTO MANDOFER,9,9,9,0,0,9,42
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,306,COL. REPÚBLICA DE VENEZUELA,622,620,561,59,2,579,2526
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,451,"COL. RES, LOS ZORZALES",27,27,27,0,0,28,139
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,498,COL. RES. AÉREOPUERTO,56,56,41,15,0,41,190
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,453,COL. RES. ALTA VISTA,59,59,54,5,0,55,227
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,292,COL. RES. ALTOS DE LAS COLINAS,136,136,127,9,0,127,538
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,454,COL. RES. ALTOS DEL TRAPICHE,794,791,720,71,2,724,2817
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,455,COL. RES. ATLANTIS,31,31,21,10,0,21,89
